tweet_id,favorite_count,retweet_count
748337862848962560,7987,4369
748324050481647620,3853,809
748307329658011649,3818,753
748220828303695873,14731,8263
747963614829678593,6013,2267
747933425676525569,6890,2705
747885874273214464,3066,1043
747844099428986880,2928,793
747816857231626240,5038,1229
747651430853525504,1441,163
747648653817413632,13419,6192
747600769478692864,2414,583
747594051852075008,3841,1113
747512671126323200,5759,1680
747461612269887489,4019,1089
747439450712596480,5643,2040
747242308580548608,0,3041
747219827526344708,5504,1669
747204161125646336,3515,973
747103485104099331,9967,4225
746906459439529985,2999,312
746872823977771008,6234,2275
746818907684614144,5514,1827
746790600704425984,5067,1681
746757706116112384,9946,4135
746726898085036033,6275,1892
746542875601690625,5235,1983
746521445350707200,0,1038
746507379341139972,4822,1144
746369468511756288,6417,1739
746131877086527488,7184,2332
746056683365994496,3682,860
745789745784041472,4179,1126
745712589599014916,7258,2457
745433870967832576,7369,2681
745422732645535745,8917,2562
745314880350101504,7461,2934
745074613265149952,8133,3728
745057283344719872,7516,2406
744995568523612160,3084,655
744971049620602880,8182,2848
744709971296780288,5813,1645
744334592493166593,7032,2252
744234799360020481,162545,82675
744223424764059648,1747,389
743980027717509120,4315,1149
743895849529389061,3776,1011
743835915802583040,0,2196
743609206067040256,4651,1451
743595368194129920,19137,6928
743545585370791937,3655,985
743510151680958465,8211,3912
743253157753532416,4385,1287
743222593470234624,6427,2000
743210557239623680,3993,1441
742534281772302336,7315,3747
742528092657332225,4588,2101
742465774154047488,7532,4112
742423170473463808,10190,3990
742385895052087300,7065,2095
742161199639494656,4509,1450
742150209887731712,5327,1641
741793263812808706,4721,1585
741743634094141440,8488,2914
741438259667034112,3808,875
741303864243200000,9095,3398
741099773336379392,10398,5851
741067306818797568,9810,3259
740995100998766593,6615,2922
740711788199743490,3535,984
740699697422163968,2941,823
740676976021798912,18821,7158
740373189193256964,36073,14021
740365076218183684,2566,454
740359016048689152,3421,900
740214038584557568,6924,2072
739979191639244800,20694,6240
739932936087216128,4201,1134
739844404073074688,3932,898
739623569819336705,3936,1432
739606147276148736,5571,1743
739544079319588864,41089,22561
739485634323156992,7436,3087
739238157791694849,120138,61208
738891149612572673,111,6
738885046782832640,3907,1203
738883359779196928,3451,854
738537504001953792,5282,1637
738402415918125056,3367,885
738184450748633089,4470,1264
738166403467907072,9110,3582
738156290900254721,2618,687
737826014890496000,5467,1853
737800304142471168,10350,3640
737678689543020544,5216,1397
737445876994609152,10645,4694
737322739594330112,3737,852
737310737551491075,15209,7820
736736130620620800,4455,1826
736392552031657984,18366,7800
736365877722001409,4124,1317
736225175608430592,8417,2913
736010884653420544,8158,3129
735991953473572864,3728,1210
735648611367784448,4140,1156
735635087207878657,6398,2466
735274964362878976,13476,5340
735256018284875776,3453,932
735137028879360001,3230,1017
734912297295085568,2837,545
734787690684657664,13012,6629
734776360183431168,2600,570
734559631394082816,1541,416
733828123016450049,3704,818
733822306246479872,3788,1061
733482008106668032,3258,992
733460102733135873,4343,1342
