tweet_id,favorite_count,retweet_count
667549055577362432,5783,2297
667546741521195010,331,125
667544320556335104,863,529
667538891197542400,203,65
667534815156183040,814,542
667530908589760512,462,239
667524857454854144,1689,1113
667517642048163840,366,193
667509364010450944,6759,2130
667502640335572993,531,220
667495797102141441,514,271
667491009379606528,528,225
667470559035432960,253,100
667455448082227200,189,60
667453023279554560,304,89
667443425659232256,773,577
667437278097252352,448,237
667435689202614272,302,83
667405339315146752,461,220
667393430834667520,193,55
667369227918143488,363,163
667211855547486208,489,242
667200525029539841,607,260
667192066997374976,383,107
667188689915760640,739,414
667182792070062081,14250,6190
667177989038297088,191,54
667176164155375616,608,464
667174963120574464,240,82
667171260800061440,219,88
667165590075940865,2671,1135
667160273090932737,254,62
667152164079423490,47399,17015
667138269671505920,4572,2196
667119796878725120,327,127
667090893657276420,329,126
667073648344346624,399,121
667070482143944705,82,14
667065535570550784,164,46
667062181243039745,215,54
667044094246576128,183,50
667012601033924608,442,221
666996132027977728,244,94
666983947667116034,2525,978
666837028449972224,804,549
666835007768551424,210,80
666826780179869698,251,97
666817836334096384,512,248
666804364988780544,236,92
666786068205871104,750,483
666781792255496192,380,189
666776908487630848,347,172
666739327293083650,232,65
666701168228331520,425,217
666691418707132416,186,47
666649482315059201,1105,614
666644823164719104,229,79
666454714377183233,511,207
666447344410484738,101,19
666437273139982337,122,47
666435652385423360,163,53
666430724426358785,311,194
666428276349472768,163,81
666421158376562688,310,111
666418789513326592,122,45
666411507551481857,431,320
666407126856765440,105,38
666396247373291520,162,82
666373753744588802,183,88
666362758909284353,756,558
666353288456101888,213,71
666345417576210432,284,132
666337882303524864,192,88
666293911632134144,488,343
666287406224695296,142,63
666273097616637952,169,76
666268910803644416,100,35
666104133288665088,13963,6345
666102155909144576,77,11
666099513787052032,150,65
666094000022159362,160,71
666082916733198337,113,44
666073100786774016,315,158
666071193221509120,142,58
666063827256086533,462,212
666058600524156928,109,57
666057090499244032,286,138
666055525042405380,426,235
666051853826850816,1191,827
666050758794694657,130,57
666049248165822465,105,42
666044226329800704,290,136
666033412701032449,121,43
666029285002620928,125,46
666020888022790149,2515,496
